COUNTY,LONG,LAT,ELEV,DATE,RAINFALL,TMIN,TMEAN,TMAX,TDMEAN,VPDMIN,VPDMAX,MONTH_YEAR,YEAR,MONTH_YEAR_STR,YEAR_STR
Dixie,-83.1579,29.6099,31.0,2023-05-14,0.02,67.0,76.5,86.0,68.5,1.06,18.65,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-15,0.43,67.1,77.5,87.8,69.7,1.09,19.36,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-16,0.71,68.4,78.7,89.0,70.2,0.96,20.28,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-17,0.0,69.7,78.2,86.7,70.3,1.1,17.94,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-18,0.0,69.4,78.0,86.5,70.0,1.53,17.76,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-19,1.33,67.6,76.3,84.9,69.5,0.83,15.16,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-20,0.0,67.4,77.7,88.0,69.8,0.76,20.86,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-21,0.0,69.1,79.5,89.9,69.6,1.45,24.0,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-22,0.07,69.5,79.6,89.7,71.1,1.33,20.88,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-23,0.16,68.5,77.7,86.9,69.9,1.19,14.53,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-24,0.74,68.6,77.1,85.7,69.4,1.13,17.57,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-25,0.0,63.1,73.3,83.4,65.7,1.33,13.99,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-26,0.0,65.8,75.1,84.5,63.5,1.93,21.39,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-27,0.0,57.0,66.6,76.2,60.9,2.36,9.64,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-28,0.0,54.4,68.3,82.1,57.4,1.04,19.18,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-29,0.0,58.8,70.3,81.9,60.7,1.08,18.72,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-30,0.0,66.0,75.4,84.7,65.5,1.39,20.64,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-05-31,0.0,68.8,77.7,86.6,65.9,2.32,22.67,2023-05,2023,2023-05,2023
Dixie,-83.1579,29.6099,31.0,2023-06-01,0.0,70.7,79.1,87.4,68.4,2.16,21.66,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-02,0.34,66.1,77.4,88.7,68.3,1.09,23.94,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-03,0.0,65.5,75.8,86.1,66.2,1.4,19.71,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-04,0.21,68.9,78.7,88.4,67.9,1.29,23.71,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-05,0.08,65.6,76.7,87.8,67.6,1.18,21.31,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-06,0.0,63.0,75.4,87.8,64.8,1.61,24.64,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-07,0.0,67.1,78.3,89.6,66.3,1.62,26.54,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-08,0.08,68.1,76.4,84.8,69.1,0.91,15.72,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-09,0.01,71.6,80.0,88.5,71.1,1.29,20.52,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-10,0.31,68.2,79.1,90.0,70.5,0.88,18.83,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-11,0.73,69.4,78.0,86.6,71.7,0.26,15.13,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-12,0.0,68.5,78.4,88.4,70.7,0.3,20.42,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-13,0.0,74.4,81.3,88.2,72.6,0.93,19.47,2023-06,2023,2023-06,2023
Dixie,-83.1579,29.6099,31.0,2023-06-14,0.0,70.1,80.0,90.0,72.8,0.3,21.12,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-01-01,0.0,59.2,66.1,73.0,64.5,0.31,3.7,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-02,0.0,56.7,65.3,73.9,61.7,0.44,5.62,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-03,0.0,56.0,64.8,73.6,60.4,0.43,6.83,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-04,0.0,57.9,68.7,79.6,65.0,0.37,12.37,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-05,0.39,63.4,70.7,78.0,66.0,0.82,7.51,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-06,0.0,49.3,61.6,73.8,51.8,1.37,14.24,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-07,0.0,43.5,54.1,64.7,37.9,2.21,14.44,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-08,0.0,43.5,55.4,67.3,42.3,1.08,14.93,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-09,0.0,46.7,59.6,72.6,53.6,1.15,12.17,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-10,0.0,46.0,58.6,71.2,47.9,1.36,15.07,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-11,0.0,45.0,55.7,66.4,43.6,1.37,12.81,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-12,0.0,47.3,60.1,72.8,47.2,1.79,18.23,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-13,0.28,55.6,66.2,76.8,51.6,0.96,20.0,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-14,0.0,37.8,49.4,61.0,39.5,1.17,6.75,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-15,0.0,33.7,41.2,48.8,29.5,1.53,5.95,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-16,0.0,33.1,44.9,56.7,32.4,1.01,10.53,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-17,0.0,38.2,51.5,64.7,37.4,1.49,14.36,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-18,0.0,45.7,60.3,74.8,47.6,1.92,19.74,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-19,0.0,57.2,66.7,76.2,58.0,1.34,12.35,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-20,0.0,58.5,69.4,80.3,63.2,1.02,13.64,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-21,0.0,49.5,61.9,74.3,42.6,1.58,21.42,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-22,0.41,50.3,54.5,58.8,50.7,0.63,6.27,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-23,0.35,56.3,67.3,78.3,61.0,0.71,9.95,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-24,0.0,43.0,53.0,62.9,40.9,1.53,11.09,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-25,0.0,43.1,54.5,65.9,52.3,1.24,7.53,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-26,0.1,48.3,63.3,78.3,60.7,1.11,12.03,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-27,0.0,40.9,50.2,59.6,38.0,1.9,9.63,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-28,0.0,39.3,48.8,58.3,31.6,1.94,11.63,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-29,0.0,41.7,50.5,59.4,43.9,1.87,7.86,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-30,0.02,54.9,64.9,75.0,61.5,1.17,8.94,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-01-31,0.0,62.9,73.5,84.0,65.3,1.09,17.75,2023-01,2023,2023-01,2023
Duval,-81.6709,30.3316,16.0,2023-02-01,0.0,62.6,72.8,83.0,65.2,0.99,16.83,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-02,0.0,60.0,69.2,78.4,63.1,0.79,11.22,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-03,0.36,57.7,69.3,80.9,63.6,0.55,16.06,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-04,0.15,44.1,51.3,58.4,46.2,0.84,5.76,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-05,0.0,47.1,54.7,62.3,50.5,1.03,7.18,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-06,0.0,52.3,61.4,70.5,55.0,0.77,8.58,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-07,0.0,50.2,60.6,70.9,46.7,1.25,16.87,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-08,0.0,52.1,63.2,74.4,54.5,1.21,14.38,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-09,0.0,56.9,67.1,77.3,58.5,1.51,15.85,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-10,0.01,64.5,72.4,80.3,63.3,1.55,16.11,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-11,0.54,61.4,70.9,80.4,64.7,0.69,12.84,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-12,0.65,58.1,63.9,69.7,61.7,0.94,3.16,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-13,0.01,44.2,51.9,59.7,44.8,1.36,6.77,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-14,0.0,43.4,56.8,70.2,40.2,1.26,17.94,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-15,0.0,49.0,61.4,73.9,48.1,1.28,20.8,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-16,0.0,58.4,69.0,79.7,60.9,1.14,16.58,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-17,0.0,62.2,71.8,81.4,62.7,1.15,17.09,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-18,0.06,40.7,61.8,83.0,54.5,1.39,17.06,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-19,0.0,40.6,49.6,58.5,44.5,0.69,6.28,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-20,0.0,50.1,63.3,76.5,56.9,0.86,14.41,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-21,0.0,56.4,67.1,77.8,57.7,1.62,16.54,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-22,0.0,63.7,72.5,81.3,63.9,1.61,15.3,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-23,0.0,63.3,73.9,84.5,64.0,1.71,19.55,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-24,0.0,64.6,75.7,86.8,66.0,1.26,21.49,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-25,0.0,65.6,75.9,86.3,65.5,1.19,22.43,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-26,0.0,63.4,73.5,83.6,63.7,1.81,20.01,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-27,0.0,61.0,73.0,85.0,62.1,1.13,21.63,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-02-28,0.0,63.3,72.7,82.1,64.0,2.39,19.19,2023-02,2023,2023-02,2023
Duval,-81.6709,30.3316,16.0,2023-03-01,0.0,69.4,76.8,84.2,67.4,2.38,17.94,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-02,0.0,64.3,73.7,83.0,65.0,1.84,17.5,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-03,0.0,63.5,73.3,83.1,62.6,1.66,18.94,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-04,0.0,66.9,76.0,85.2,66.2,2.55,22.6,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-05,0.25,61.5,69.5,77.5,66.5,0.95,7.63,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-06,0.0,62.0,70.4,78.9,63.5,0.92,13.48,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-07,0.0,64.5,74.3,84.1,65.9,0.82,19.5,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-08,0.0,65.6,75.9,86.2,63.8,1.5,22.38,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-09,0.0,53.0,60.2,67.3,49.5,2.4,9.23,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-10,0.0,55.8,64.1,72.5,56.0,2.27,12.07,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-11,0.57,54.2,67.6,80.9,60.5,1.21,15.99,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-12,0.0,53.2,64.1,75.1,49.1,1.2,21.85,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-13,1.38,57.9,69.7,81.4,61.9,0.89,18.58,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-14,0.13,47.7,58.5,69.4,52.8,0.93,9.24,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-15,0.0,44.4,54.6,64.9,33.7,3.13,15.2,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-16,0.0,42.0,51.1,60.1,38.0,1.68,9.44,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-17,0.0,46.3,58.8,71.2,49.2,1.51,15.55,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-18,0.0,58.4,69.2,79.9,58.3,2.09,20.03,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-19,0.5,46.4,58.0,69.6,51.1,1.12,4.29,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-20,0.0,40.2,50.7,61.1,33.7,2.58,12.16,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-21,0.0,40.6,50.5,60.4,33.8,1.57,12.41,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-22,0.06,50.5,58.2,65.9,56.1,0.77,7.11,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-23,0.0,60.9,69.8,78.7,61.9,0.8,14.61,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-24,0.0,62.4,73.0,83.5,60.7,1.96,22.32,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-25,0.0,64.7,75.1,85.6,63.8,1.84,23.89,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-26,0.0,69.2,77.8,86.3,69.4,1.83,17.93,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-27,0.0,69.5,78.6,87.7,67.4,2.18,23.13,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-28,0.0,67.8,77.7,87.5,67.0,1.44,22.21,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-29,0.83,61.0,72.2,83.5,65.6,1.2,15.12,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-30,0.0,54.4,61.0,67.6,52.0,2.17,8.34,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-03-31,0.0,57.0,64.4,71.8,56.0,1.09,11.58,2023-03,2023,2023-03,2023
Duval,-81.6709,30.3316,16.0,2023-04-01,0.0,62.1,71.9,81.8,62.8,1.4,18.7,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-02,0.0,68.0,77.2,86.4,67.2,1.77,21.68,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-03,0.0,63.5,73.6,83.6,54.8,2.28,28.22,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-04,0.0,64.8,74.4,83.9,64.8,1.64,22.22,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-05,0.0,67.5,76.3,85.1,68.2,0.88,17.49,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-06,0.0,70.7,79.2,87.8,69.8,0.8,20.87,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-07,0.0,68.6,77.1,85.7,68.7,1.22,18.25,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-08,0.0,70.5,78.7,86.9,69.1,1.58,23.21,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-09,0.22,52.0,67.1,82.3,63.3,0.51,15.97,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-10,0.13,52.2,57.9,63.6,55.9,0.56,4.52,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-11,0.28,60.7,62.5,64.3,58.8,1.36,3.16,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-12,0.25,62.2,65.5,68.8,60.3,1.29,5.25,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-13,0.06,65.8,70.6,75.4,61.1,1.48,12.8,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-14,0.35,66.3,75.8,85.3,67.5,1.04,19.43,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-15,0.0,63.4,75.1,86.8,61.7,1.57,26.73,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-16,0.0,65.6,76.6,87.5,64.3,2.48,24.81,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-17,0.17,63.3,74.7,86.2,64.9,1.68,20.87,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-18,0.0,52.5,64.7,76.8,43.6,4.8,23.06,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-19,0.0,55.6,66.3,76.9,46.8,2.42,23.4,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-20,0.0,59.8,70.9,82.0,55.2,1.57,26.2,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-21,0.0,62.8,72.2,81.7,60.1,1.81,20.38,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-22,0.0,68.6,74.8,80.9,66.0,2.18,14.99,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-23,0.04,60.9,73.6,86.3,59.4,2.49,23.68,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-24,0.0,61.6,69.7,77.7,56.8,2.4,18.99,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-25,0.0,64.4,70.2,75.9,62.9,1.4,12.34,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-26,0.0,67.2,73.4,79.5,65.0,1.83,13.95,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-27,0.02,68.8,75.4,81.9,67.3,1.73,15.13,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-28,0.45,65.1,73.2,81.3,67.5,1.06,10.76,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-29,0.0,67.0,76.1,85.3,69.3,1.08,16.53,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-04-30,0.33,68.2,77.2,86.2,68.6,1.55,18.92,2023-04,2023,2023-04,2023
Duval,-81.6709,30.3316,16.0,2023-05-01,0.0,60.8,69.2,77.6,59.6,2.28,14.9,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-02,0.0,63.5,73.2,82.9,58.6,2.5,20.97,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-03,0.0,60.8,72.1,83.4,50.9,4.63,26.37,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-04,0.0,56.9,68.8,80.7,45.8,3.93,26.49,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-05,0.0,60.1,71.3,82.4,50.7,4.21,28.23,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-06,0.0,68.1,74.9,81.7,61.1,2.3,23.36,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-07,0.05,64.8,68.9,73.0,63.7,1.68,7.37,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-08,0.0,65.5,73.5,81.5,62.0,3.46,17.29,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-09,0.0,68.8,78.2,87.7,64.3,3.18,25.46,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-10,0.0,71.4,79.5,87.7,68.4,2.42,21.45,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-11,0.0,72.7,81.0,89.4,71.1,1.72,22.65,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-12,0.0,72.6,79.1,85.7,71.4,1.53,15.18,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-13,0.35,67.2,76.9,86.6,69.6,0.97,16.67,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-14,0.0,68.0,77.0,86.0,69.3,0.97,18.65,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-15,0.0,71.6,80.2,88.9,68.4,3.75,23.92,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-16,0.0,70.1,77.3,84.5,69.5,1.26,16.18,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-17,0.07,72.6,80.8,89.0,71.0,1.62,22.25,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-18,0.13,70.3,78.4,86.5,69.7,2.17,16.52,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-19,0.24,70.3,78.7,87.2,70.9,1.17,22.13,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-20,0.0,69.4,77.1,84.8,69.8,1.51,14.82,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-21,0.0,70.9,78.3,85.8,70.3,1.89,15.92,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-22,0.38,72.9,81.1,89.3,72.2,1.52,20.87,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-23,0.82,71.4,76.5,81.5,71.3,1.31,9.41,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-24,0.07,70.6,75.3,79.9,70.0,1.76,9.01,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-25,0.82,66.8,72.0,77.2,65.4,1.75,10.17,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-26,0.04,69.9,75.3,80.6,66.7,2.1,15.31,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-27,0.03,61.9,67.7,73.5,60.7,2.69,8.1,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-28,0.0,60.0,67.0,74.0,57.2,2.35,10.74,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-29,0.0,61.4,70.2,79.0,61.9,1.31,13.53,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-30,0.0,68.7,77.8,86.8,65.2,2.03,24.88,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-05-31,0.11,69.5,78.1,86.8,68.1,1.97,20.89,2023-05,2023,2023-05,2023
Duval,-81.6709,30.3316,16.0,2023-06-01,0.0,73.3,78.2,83.1,70.2,2.95,13.71,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-02,0.0,69.1,74.4,79.6,68.5,1.82,8.57,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-03,0.0,69.1,75.6,82.1,67.7,1.51,13.79,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-04,0.0,70.7,77.3,83.9,70.2,1.39,13.57,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-05,0.0,70.8,75.4,80.1,68.3,1.85,8.81,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-06,0.0,67.6,74.5,81.3,64.5,2.56,16.48,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-07,0.13,72.1,81.0,89.9,68.0,3.46,25.78,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-08,0.12,72.0,81.1,90.2,69.4,2.49,26.27,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-09,0.0,74.4,83.4,92.5,69.6,2.8,28.97,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-10,1.11,70.5,80.7,90.8,71.0,1.33,23.43,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-11,0.5,72.1,79.4,86.8,71.6,0.77,18.09,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-12,0.49,72.9,81.9,90.9,71.8,1.67,24.26,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-13,0.0,76.4,83.8,91.2,71.8,2.61,25.42,2023-06,2023,2023-06,2023
Duval,-81.6709,30.3316,16.0,2023-06-14,0.25,71.3,83.2,95.2,71.0,1.23,31.48,2023-06,2023,2023-06,2023
Escambia,-87.3769,30.7015,162.0,2023-01-01,0.01,55.9,63.9,72.0,61.7,0.49,6.3,2023-01,2023,2023-01,2023
